index,date,add,district,lng,lat,date_scale,rolling_date
15204,2022-03-31,奉贤区万顺路2476弄,奉贤,121.52,30.97,11.0,2022-04-03
15207,2022-03-31,奉贤区新粮路755弄,奉贤,121.46,30.86,11.0,2022-04-03
15211,2022-03-31,奉贤区南胜村,奉贤,121.48,30.86,11.0,2022-04-03
15212,2022-03-31,奉贤区奉陆路1198号,奉贤,121.61,30.94,11.0,2022-04-03
15214,2022-03-31,奉贤区花厅村,奉贤,121.62,30.95,11.0,2022-04-03
15216,2022-03-31,奉贤区长堰村,奉贤,121.39,30.83,11.0,2022-04-03
15217,2022-03-31,奉贤区四团村,奉贤,121.71,30.94,11.0,2022-04-03
15218,2022-03-31,奉贤区青宁路359弄,奉贤,121.52,30.94,11.0,2022-04-03
15221,2022-03-31,奉贤区庙泾新村,奉贤,121.49,30.92,11.0,2022-04-03
15227,2022-03-31,奉贤区新塘路198弄,奉贤,121.47,30.87,11.0,2022-04-03
15228,2022-03-31,奉贤区民乐路88弄,奉贤,121.56,30.86,11.0,2022-04-03
15231,2022-03-31,奉贤区金王村,奉贤,121.54,30.88,11.0,2022-04-03
15233,2022-03-31,奉贤区运河北路1351弄,奉贤,121.44,30.92,11.0,2022-04-03
15237,2022-03-31,奉贤区金齐路188弄,奉贤,121.5,30.95,11.0,2022-04-03
15238,2022-03-31,奉贤区六墩村,奉贤,121.47,30.89,11.0,2022-04-03
15246,2022-03-31,奉贤区护民村,奉贤,121.64,30.89,11.0,2022-04-03
15247,2022-03-31,奉贤区朱墩村,奉贤,121.6,30.89,11.0,2022-04-03
15249,2022-03-31,奉贤区岳和村,奉贤,121.57,30.93,11.0,2022-04-03
15252,2022-03-31,奉贤区拾村村,奉贤,121.75,30.95,11.0,2022-04-03
15255,2022-03-31,奉贤区平海村,奉贤,121.73,30.89,11.0,2022-04-03
15267,2022-03-31,奉贤区龙尖村,奉贤,121.73,30.9,11.0,2022-04-03
15268,2022-03-31,奉贤区冯家一支路18号,奉贤,121.64,30.95,11.0,2022-04-03
15271,2022-03-31,奉贤区运河北路353号,奉贤,121.46,30.92,11.0,2022-04-03
15272,2022-03-31,奉贤区三桥村,奉贤,121.44,30.86,11.0,2022-04-03
15273,2022-03-31,奉贤区泽丰路88弄,奉贤,121.49,30.93,11.0,2022-04-03
15279,2022-03-31,奉贤区幸福村,奉贤,121.65,30.93,11.0,2022-04-03
15281,2022-03-31,奉贤区肖南路68弄,奉贤,121.44,30.95,11.0,2022-04-03
15283,2022-03-31,崇明区合中村,崇明,121.36,31.74,11.0,2022-04-03
15558,2022-04-01,浦东新区龙东大道4288弄,浦东新,121.66,31.23,12.0,2022-04-03
15575,2022-04-01,浦东新区和平村龚家宅,浦东新,121.73,31.2,12.0,2022-04-03
15669,2022-04-01,浦东新区东河村,浦东新,121.85,31.02,12.0,2022-04-03
15674,2022-04-01,浦东新区海潮村,浦东新,121.76,30.96,12.0,2022-04-03
15678,2022-04-01,浦东新区江东路1992弄,浦东新,121.55,31.36,12.0,2022-04-03
15679,2022-04-01,浦东新区塘北村,浦东新,121.88,30.91,12.0,2022-04-03
15736,2022-04-01,浦东新区杨辉村,浦东新,121.65,31.0,12.0,2022-04-03
15765,2022-04-01,浦东新区六灶湾村,浦东新,121.77,31.01,12.0,2022-04-03
15787,2022-04-01,浦东新区汤巷村,浦东新,121.6,31.15,12.0,2022-04-03
15853,2022-04-01,浦东新区长达村,浦东新,121.57,31.03,12.0,2022-04-03
15894,2022-04-01,浦东新区李桥村,浦东新,121.72,31.02,12.0,2022-04-03
15946,2022-04-01,浦东新区陈家弄,浦东新,121.6,31.21,12.0,2022-04-03
15961,2022-04-01,浦东新区申江南路3266号,浦东新,121.64,31.1,12.0,2022-04-03
15963,2022-04-01,浦东新区航鹤路1000弄,浦东新,121.59,31.04,12.0,2022-04-03
16161,2022-04-01,浦东新区沪南路4855弄,浦东新,121.59,31.06,12.0,2022-04-03
16320,2022-04-01,静安区场中路2380弄,静安,121.45,31.3,12.0,2022-04-03
16322,2022-04-01,静安区场中路2828弄,静安,121.44,31.3,12.0,2022-04-03
16364,2022-04-01,静安区场中路3115号,静安,121.43,31.31,12.0,2022-04-03
16793,2022-04-01,普陀区祁安路365弄,普陀,121.38,31.29,12.0,2022-04-03
16797,2022-04-01,普陀区绥德路555号,普陀,121.37,31.27,12.0,2022-04-03
17015,2022-04-01,闵行区都会路3888弄,闵行,121.42,31.06,12.0,2022-04-03
17158,2022-04-01,闵行区中春路1288号,闵行,121.4,31.04,12.0,2022-04-03
17169,2022-04-01,嘉定区云屏路1399弄,嘉定,121.24,31.34,12.0,2022-04-03
17176,2022-04-01,嘉定区宝安公路5063号,嘉定,121.19,31.31,12.0,2022-04-03
17177,2022-04-01,嘉定区宝塔路286号,嘉定,121.26,31.34,12.0,2022-04-03
17189,2022-04-01,嘉定区慈竹路70弄,嘉定,121.22,31.37,12.0,2022-04-03
17201,2022-04-01,嘉定区恒飞路489弄,嘉定,121.16,31.36,12.0,2022-04-03
17210,2022-04-01,嘉定区嘉安公路509号,嘉定,121.23,31.36,12.0,2022-04-03
17211,2022-04-01,嘉定区嘉罗公路2189号,嘉定,121.3,31.4,12.0,2022-04-03
17214,2022-04-01,嘉定区嘉唐公路2442号,嘉定,121.24,31.46,12.0,2022-04-03
17224,2022-04-01,嘉定区柳湖路773号,嘉定,121.25,31.41,12.0,2022-04-03
17229,2022-04-01,嘉定区墨玉北路899弄,嘉定,121.17,31.33,12.0,2022-04-03
17232,2022-04-01,嘉定区彭封路365号,嘉定,121.29,31.35,12.0,2022-04-03
17262,2022-04-01,嘉定区安亭镇星明村,嘉定,121.24,31.31,12.0,2022-04-03
17271,2022-04-01,嘉定区嘉定工业区赵厅村,嘉定,121.24,31.42,12.0,2022-04-03
17275,2022-04-01,嘉定区马陆镇北管村,嘉定,121.33,31.33,12.0,2022-04-03
17279,2022-04-01,嘉定区江桥镇李家楼,嘉定,121.26,31.27,12.0,2022-04-03
17281,2022-04-01,松江区北闵路375号,松江,121.3,31.0,12.0,2022-04-03
17291,2022-04-01,松江区场西路61号,松江,121.35,31.09,12.0,2022-04-03
17307,2022-04-01,松江区高技路430号,松江,121.29,31.1,12.0,2022-04-03
17311,2022-04-01,松江区横山村84号,松江,121.15,31.06,12.0,2022-04-03
17312,2022-04-01,松江区弘翔路58弄,松江,121.19,31.04,12.0,2022-04-03
17322,2022-04-01,松江区环城路78号,松江,121.26,31.0,12.0,2022-04-03
17352,2022-04-01,松江区联庄村,松江,121.31,31.0,12.0,2022-04-03
17357,2022-04-01,松江区卖新公路1699弄,松江,121.3,31.06,12.0,2022-04-03
17373,2022-04-01,松江区荣乐东路1591号,松江,121.26,31.02,12.0,2022-04-03
17378,2022-04-01,松江区佘北公路1458号,松江,121.2,31.12,12.0,2022-04-03
17389,2022-04-01,松江区同建村,松江,121.32,30.92,12.0,2022-04-03
17390,2022-04-01,松江区同利路1号,松江,121.32,31.11,12.0,2022-04-03
17392,2022-04-01,松江区屠家村,松江,121.06,30.92,12.0,2022-04-03
17398,2022-04-01,松江区文翔路928弄,松江,121.24,31.04,12.0,2022-04-03
17402,2022-04-01,松江区香闵路28号,松江,121.29,30.99,12.0,2022-04-03
17428,2022-04-01,松江区石湖荡镇中心村,松江,121.12,30.98,12.0,2022-04-03
17431,2022-04-01,松江区竹亭路23号,松江,121.28,30.93,12.0,2022-04-03
17434,2022-04-01,青浦区福定路385弄,青浦,121.19,31.2,12.0,2022-04-03
17435,2022-04-01,青浦区高泾路789弄,青浦,121.29,31.17,12.0,2022-04-03
17439,2022-04-01,青浦区华徐公路988号,青浦,121.26,31.2,12.0,2022-04-03
17440,2022-04-01,青浦区金姚村,青浦,120.91,31.07,12.0,2022-04-03
17451,2022-04-01,青浦区青湖路458号,青浦,121.14,31.15,12.0,2022-04-03
17454,2022-04-01,青浦区青龙公路588号,青浦,121.17,31.24,12.0,2022-04-03
17458,2022-04-01,青浦区崧润路1029弄,青浦,121.16,31.15,12.0,2022-04-03
17459,2022-04-01,青浦区崧文路399弄,青浦,121.15,31.16,12.0,2022-04-03
17462,2022-04-01,青浦区五里村,青浦,121.09,31.27,12.0,2022-04-03
17463,2022-04-01,青浦区谢卫路158号,青浦,121.31,31.18,12.0,2022-04-03
17470,2022-04-01,青浦区中新村,青浦,121.19,31.22,12.0,2022-04-03
17476,2022-04-01,奉贤区解放二村,奉贤,121.45,30.91,12.0,2022-04-03
17479,2022-04-01,奉贤区嘉园路361弄,奉贤,121.49,30.96,12.0,2022-04-03
17481,2022-04-01,奉贤区八字桥路829弄,奉贤,121.45,30.93,12.0,2022-04-03
17486,2022-04-01,奉贤区墩头村,奉贤,121.62,30.98,12.0,2022-04-03
17490,2022-04-01,奉贤区泰青公路119弄,奉贤,121.57,30.99,12.0,2022-04-03
17492,2022-04-01,奉贤区江海村,奉贤,121.44,30.89,12.0,2022-04-03
17500,2022-04-01,奉贤区航南公路5388弄,奉贤,121.56,30.99,12.0,2022-04-03
17504,2022-04-01,奉贤区环城西路3311号,奉贤,121.43,30.96,12.0,2022-04-03
17511,2022-04-01,奉贤区联民村,奉贤,121.65,30.87,12.0,2022-04-03
17514,2022-04-01,奉贤区沈陆村,奉贤,121.45,30.89,12.0,2022-04-03
17520,2022-04-01,奉贤区东门村,奉贤,121.66,30.92,12.0,2022-04-03
17523,2022-04-01,奉贤区集贤村,奉贤,121.7,30.92,12.0,2022-04-03
17527,2022-04-01,奉贤区清宁路359弄,奉贤,121.51,30.94,12.0,2022-04-03
17564,2022-04-01,奉贤区曙光村,奉贤,121.49,30.9,12.0,2022-04-03
17565,2022-04-01,崇明区东新村,崇明,121.55,31.57,12.0,2022-04-03
17567,2022-04-01,崇明区凤滨路59弄,崇明,121.68,31.39,12.0,2022-04-03
17569,2022-04-01,崇明区长凯路277号,崇明,121.73,31.38,12.0,2022-04-03
17575,2022-04-01,崇明区凤西路潘圆公路路口,崇明,121.69,31.4,12.0,2022-04-03
17576,2022-04-01,崇明区北港村,崇明,121.77,31.59,12.0,2022-04-03
17577,2022-04-01,崇明区米新村,崇明,121.74,31.56,12.0,2022-04-03
17578,2022-04-01,崇明区鲁玙村,崇明,121.69,31.56,12.0,2022-04-03
17579,2022-04-01,崇明区协隆村,崇明,121.79,31.48,12.0,2022-04-03
17580,2022-04-01,崇明区蟠南村,崇明,121.49,31.62,12.0,2022-04-03
17582,2022-04-01,崇明区海燕二村,崇明,121.6,31.65,12.0,2022-04-03
17583,2022-04-01,崇明区新建村,崇明,121.56,31.61,12.0,2022-04-03
17774,2022-04-02,浦东新区机场一村,浦东新,121.85,30.88,13.0,2022-04-03
17844,2022-04-02,浦东新区劳动村看鸟浜宅,浦东新,121.63,31.17,13.0,2022-04-03
17887,2022-04-02,浦东新区铃兰路508弄,浦东新,121.92,30.92,13.0,2022-04-03
17899,2022-04-02,浦东新区吕三村,浦东新,121.64,31.22,13.0,2022-04-03
17910,2022-04-02,浦东新区庙西村,浦东新,121.77,30.95,13.0,2022-04-03
18000,2022-04-02,浦东新区棋杆村,浦东新,121.67,31.11,13.0,2022-04-03
18053,2022-04-02,浦东新区邵家村,浦东新,121.77,30.94,13.0,2022-04-03
18090,2022-04-02,浦东新区听云路233弄,浦东新,121.75,31.07,13.0,2022-04-03
18151,2022-04-02,浦东新区新桥村,浦东新,121.65,31.04,13.0,2022-04-03
18170,2022-04-02,浦东新区宣镇东路628路,浦东新,121.7,31.03,13.0,2022-04-03
19622,2022-04-02,杨浦区淞沪路2005号,杨浦,121.51,31.33,13.0,2022-04-03
19661,2022-04-02,宝山区月罗公路88号,宝山,121.43,31.42,13.0,2022-04-03
19713,2022-04-02,宝山区川沙村,宝山,121.37,31.47,13.0,2022-04-03
19714,2022-04-02,宝山区鄂尔多斯路98弄,宝山,121.39,31.3,13.0,2022-04-03
19739,2022-04-02,宝山区美丹路689弄,宝山,121.36,31.4,13.0,2022-04-03
19754,2022-04-02,宝山区石太路2088号,宝山,121.4,31.46,13.0,2022-04-03
19776,2022-04-02,宝山区石太路2888号,宝山,121.35,31.43,13.0,2022-04-03
19778,2022-04-02,宝山区水产路1439号,宝山,121.48,31.38,13.0,2022-04-03
19787,2022-04-02,宝山区罗东路501弄,宝山,121.37,31.43,13.0,2022-04-03
19792,2022-04-02,宝山区罗东路600弄,宝山,121.37,31.44,13.0,2022-04-03
19822,2022-04-02,宝山区塘后路203弄,宝山,121.51,31.39,13.0,2022-04-03
19855,2022-04-02,宝山区沈宅村,宝山,121.35,31.36,13.0,2022-04-03
19874,2022-04-02,宝山区陈东路79弄,宝山,121.35,31.48,13.0,2022-04-03
19879,2022-04-02,宝山区市台路408号,宝山,121.35,31.32,13.0,2022-04-03
19881,2022-04-02,宝山区月罗公路889号,宝山,121.37,31.42,13.0,2022-04-03
19965,2022-04-02,闵行区联民村,闵行,121.49,31.04,13.0,2022-04-03
20002,2022-04-02,闵行区浦秀路1535弄,闵行,121.49,31.09,13.0,2022-04-03
20005,2022-04-02,闵行区七莘路1507号,闵行,121.36,31.13,13.0,2022-04-03
20053,2022-04-02,闵行区银都路2188弄,闵行,121.42,31.1,13.0,2022-04-03
20067,2022-04-02,闵行区赵家村,闵行,121.26,31.25,13.0,2022-04-03
20080,2022-04-02,嘉定区宝安公路4259号,嘉定,121.23,31.32,13.0,2022-04-03
20082,2022-04-02,嘉定区昌吉东路888弄,嘉定,121.2,31.29,13.0,2022-04-03
20088,2022-04-02,嘉定区嘉松北路379号,嘉定,121.22,31.32,13.0,2022-04-03
20094,2022-04-02,嘉定区塔山路1号,嘉定,121.17,31.31,13.0,2022-04-03
20096,2022-04-02,嘉定区文化街94号,嘉定,121.22,31.26,13.0,2022-04-03
20099,2022-04-02,嘉定区园贸路150号,嘉定,121.2,31.32,13.0,2022-04-03
20100,2022-04-02,嘉定区园区路151弄,嘉定,121.21,31.32,13.0,2022-04-03
20101,2022-04-02,嘉定区宝钱公路2977号,嘉定,121.21,31.42,13.0,2022-04-03
20104,2022-04-02,嘉定区红石路24弄,嘉定,121.23,31.39,13.0,2022-04-03
20107,2022-04-02,嘉定区兴庆路1327号,嘉定,121.18,31.43,13.0,2022-04-03
20111,2022-04-02,嘉定区横仓路714号,嘉定,121.29,31.36,13.0,2022-04-03
20113,2022-04-02,嘉定区华旺路888弄,嘉定,121.28,31.48,13.0,2022-04-03
20115,2022-04-02,嘉定区金沙路115弄,嘉定,121.26,31.38,13.0,2022-04-03
20130,2022-04-02,嘉定区曹安公路4671号,嘉定,121.22,31.28,13.0,2022-04-03
20212,2022-04-02,嘉定区宝安公路3799号,嘉定,121.26,31.32,13.0,2022-04-03
20213,2022-04-02,嘉定区德立路88弄,嘉定,121.28,31.33,13.0,2022-04-03
20215,2022-04-02,嘉定区丰功路999号,嘉定,121.29,31.34,13.0,2022-04-03
20228,2022-04-02,嘉定区德园路1437弄,嘉定,121.3,31.31,13.0,2022-04-03
20234,2022-04-02,嘉定区嘉美路315号,嘉定,121.29,31.31,13.0,2022-04-03
20240,2022-04-02,嘉定区管新路900弄,嘉定,121.17,31.36,13.0,2022-04-03
20241,2022-04-02,嘉定区恒谐路50号,嘉定,121.2,31.34,13.0,2022-04-03
20243,2022-04-02,嘉定区塔城东路288弄,嘉定,121.27,31.39,13.0,2022-04-03
20255,2022-04-02,嘉定区前曹路88号,嘉定,121.31,31.43,13.0,2022-04-03
20259,2022-04-02,嘉定区徐潘路1399号,嘉定,121.3,31.44,13.0,2022-04-03
20286,2022-04-02,嘉定区安亭镇火炬村,嘉定,121.15,31.32,13.0,2022-04-03
20296,2022-04-02,嘉定区安亭镇赵巷村,嘉定,121.22,31.3,13.0,2022-04-03
20301,2022-04-02,嘉定区华亭镇双塘村,嘉定,121.24,31.48,13.0,2022-04-03
20309,2022-04-02,嘉定区马陆镇陈村村,嘉定,121.33,31.36,13.0,2022-04-03
20312,2022-04-02,嘉定区南翔镇管弄村,嘉定,121.33,31.32,13.0,2022-04-03
20314,2022-04-02,嘉定区外冈镇大陆村,嘉定,121.19,31.37,13.0,2022-04-03
20316,2022-04-02,嘉定区外冈镇葛隆村,嘉定,121.15,31.39,13.0,2022-04-03
20320,2022-04-02,嘉定区徐行镇小庙村,嘉定,121.29,31.41,13.0,2022-04-03
20325,2022-04-02,金山区后岗村,金山,121.26,30.85,13.0,2022-04-03
20326,2022-04-02,金山区立新村,金山,121.34,30.86,13.0,2022-04-03
20327,2022-04-02,金山区建农村,金山,121.29,30.78,13.0,2022-04-03
20329,2022-04-02,金山区龙皓路398弄,金山,121.35,30.76,13.0,2022-04-03
20330,2022-04-02,金山区板桥西路2151号,金山,121.31,30.72,13.0,2022-04-03
20331,2022-04-02,金山区山德路29号,金山,121.37,30.78,13.0,2022-04-03
20332,2022-04-02,金山区学府路1315号,金山,121.32,30.74,13.0,2022-04-03
20337,2022-04-02,金山区卫清西路88弄,金山,121.35,30.73,13.0,2022-04-03
20340,2022-04-02,金山区驳岸村,金山,121.24,30.87,13.0,2022-04-03
20343,2022-04-02,金山区亭东村,金山,121.34,30.88,13.0,2022-04-03
20344,2022-04-02,金山区市中路10号,金山,121.34,30.84,13.0,2022-04-03
20352,2022-04-02,金山区龙皓路1588弄,金山,121.33,30.75,13.0,2022-04-03
20374,2022-04-02,松江区东勤村,松江,121.34,30.96,13.0,2022-04-03
20378,2022-04-02,松江区洞薛路298号,松江,121.26,31.08,13.0,2022-04-03
20379,2022-04-02,松江区洞业路375弄,松江,121.26,31.09,13.0,2022-04-03
20386,2022-04-02,松江区富强路1599弄,松江,121.23,30.99,13.0,2022-04-03
20402,2022-04-02,松江区吉业路450号,松江,121.19,31.13,13.0,2022-04-03
20414,2022-04-02,松江区九新公路818号,松江,121.32,31.1,13.0,2022-04-03
20433,2022-04-02,松江区梅家浜路309号,松江,121.25,31.05,13.0,2022-04-03
20453,2022-04-02,松江区茸龙路257弄,松江,121.24,31.03,13.0,2022-04-03
20465,2022-04-02,松江区佘北家园瑞兰苑,松江,121.2,31.13,13.0,2022-04-03
20471,2022-04-02,松江区泗凤公路508号,松江,121.27,31.12,13.0,2022-04-03
20475,2022-04-02,松江区天虹六村,松江,121.25,31.03,13.0,2022-04-03
20483,2022-04-02,松江区西堆场路南侧,松江,121.31,30.97,13.0,2022-04-03
20491,2022-04-02,松江区堰泾村,松江,121.33,30.96,13.0,2022-04-03
20492,2022-04-02,松江区叶达路159弄,松江,121.3,30.93,13.0,2022-04-03
20498,2022-04-02,松江区永福村,松江,121.27,30.96,13.0,2022-04-03
20500,2022-04-02,松江区玉树北路6号,松江,121.2,31.03,13.0,2022-04-03
20502,2022-04-02,松江区云逸路39弄,松江,121.19,31.0,13.0,2022-04-03
20508,2022-04-02,松江区真玉路9弄,松江,121.21,31.0,13.0,2022-04-03
20519,2022-04-02,青浦区城南新路223号,青浦,121.09,31.13,13.0,2022-04-03
20523,2022-04-02,青浦区淀峰村,青浦,120.99,31.09,13.0,2022-04-03
20527,2022-04-02,青浦区方夏村方东,青浦,121.24,31.15,13.0,2022-04-03
20528,2022-04-02,青浦区方夏村刘夏,青浦,121.22,31.15,13.0,2022-04-03
20529,2022-04-02,青浦区凤阁路1000弄,青浦,121.23,31.19,13.0,2022-04-03
20532,2022-04-02,青浦区福泉山村,青浦,121.17,31.19,13.0,2022-04-03
20541,2022-04-02,青浦区回龙村,青浦,121.17,31.21,13.0,2022-04-03
20543,2022-04-02,青浦区纪鹤公路3897弄,青浦,121.19,31.25,13.0,2022-04-03
20544,2022-04-02,青浦区嘉松中路5888号,青浦,121.23,31.15,13.0,2022-04-03
20559,2022-04-02,青浦区明珠路785弄,青浦,121.26,31.18,13.0,2022-04-03
20561,2022-04-02,青浦区浦汇新村,青浦,121.12,31.14,13.0,2022-04-03
20562,2022-04-02,青浦区前云路42弄,青浦,121.27,31.14,13.0,2022-04-03
20564,2022-04-02,青浦区青山村,青浦,121.17,31.16,13.0,2022-04-03
20570,2022-04-02,青浦区金商公路,青浦,120.91,31.09,13.0,2022-04-03
20582,2022-04-02,青浦区重固大街900弄,青浦,121.18,31.19,13.0,2022-04-03
20586,2022-04-02,青浦区西向阳河路,青浦,121.27,31.15,13.0,2022-04-03
20587,2022-04-02,青浦区响新村,青浦,121.11,31.26,13.0,2022-04-03
20593,2022-04-02,青浦区新园路508弄,青浦,121.13,31.18,13.0,2022-04-03
20600,2022-04-02,青浦区雪米村,青浦,120.9,31.1,13.0,2022-04-03
20602,2022-04-02,青浦区业文路189弄,青浦,121.23,31.12,13.0,2022-04-03
20610,2022-04-02,青浦区赵重公路2588弄,青浦,121.19,31.19,13.0,2022-04-03
20612,2022-04-02,青浦区镇泽路359弄,青浦,121.2,31.16,13.0,2022-04-03
20626,2022-04-02,奉贤区邵平路1号,奉贤,121.76,30.91,13.0,2022-04-03
20631,2022-04-02,奉贤区吴塘村,奉贤,121.41,30.96,13.0,2022-04-03
20645,2022-04-02,奉贤区发展村,奉贤,121.43,30.97,13.0,2022-04-03
20658,2022-04-02,奉贤区张翁庙路525号,奉贤,121.44,30.93,13.0,2022-04-03
20659,2022-04-02,奉贤区金汇东街小区,奉贤,121.51,30.99,13.0,2022-04-03
20668,2022-04-02,奉贤区邵靴村,奉贤,121.77,30.9,13.0,2022-04-03
20680,2022-04-02,奉贤区湖堤路199弄,奉贤,121.49,30.94,13.0,2022-04-03
20684,2022-04-02,奉贤区市场路46弄,奉贤,121.73,30.94,13.0,2022-04-03
20699,2022-04-02,奉贤区兰博路1801弄,奉贤,121.66,30.91,13.0,2022-04-03
20701,2022-04-02,奉贤区郊南村,奉贤,121.47,30.83,13.0,2022-04-03
20716,2022-04-02,崇明区裕安路48号,崇明,121.84,31.53,13.0,2022-04-03
20718,2022-04-02,崇明区裕西村,崇明,121.82,31.55,13.0,2022-04-03
20719,2022-04-02,崇明区兴东村,崇明,121.75,31.51,13.0,2022-04-03
20720,2022-04-02,崇明区惠民村,崇明,121.6,31.57,13.0,2022-04-03
20721,2022-04-02,崇明区向化村,崇明,121.73,31.53,13.0,2022-04-03
20722,2022-04-02,崇明区卫星村,崇明,121.72,31.54,13.0,2022-04-03
20757,2022-04-03,浦东新区蔡路村包家宅,浦东新,121.76,31.2,14.0,2022-04-03
20806,2022-04-03,浦东新区川沙路1666弄,浦东新,121.68,31.25,14.0,2022-04-03
20845,2022-04-03,浦东新区东滨村东杨家宅,浦东新,121.57,31.07,14.0,2022-04-03
20965,2022-04-03,浦东新区鹤洁路625弄,浦东新,121.61,31.07,14.0,2022-04-03
21038,2022-04-03,浦东新区江东路1380弄,浦东新,121.54,31.36,14.0,2022-04-03
21040,2022-04-03,浦东新区江山路1889弄,浦东新,121.83,30.87,14.0,2022-04-03
21188,2022-04-03,浦东新区凌环路179弄,浦东新,121.55,31.37,14.0,2022-04-03
21198,2022-04-03,浦东新区龙潭村,浦东新,121.77,30.97,14.0,2022-04-03
21278,2022-04-03,浦东新区倪桥村,浦东新,121.61,31.02,14.0,2022-04-03
21287,2022-04-03,浦东新区平桥村,浦东新,121.68,31.11,14.0,2022-04-03
21339,2022-04-03,浦东新区七星村,浦东新,121.68,31.13,14.0,2022-04-03
21354,2022-04-03,浦东新区前哨村二队顾家宅,浦东新,121.74,31.24,14.0,2022-04-03
21363,2022-04-03,浦东新区青桐路18弄,浦东新,121.62,31.22,14.0,2022-04-03
21552,2022-04-03,浦东新区新生村陆家宅,浦东新,121.6,31.19,14.0,2022-04-03
21602,2022-04-03,浦东新区一心村缪家宅,浦东新,121.78,30.9,14.0,2022-04-03
21677,2022-04-03,浦东新区赵行村龚家宅,浦东新,121.65,31.13,14.0,2022-04-03
21680,2022-04-03,浦东新区直属村凌北宅,浦东新,121.75,31.23,14.0,2022-04-03
22589,2022-04-03,普陀区金沙江路1066弄,普陀,121.35,31.24,14.0,2022-04-03
22877,2022-04-03,杨浦区虬江码头5号,杨浦,121.56,31.31,14.0,2022-04-03
22947,2022-04-03,杨浦区政和路999弄,杨浦,121.51,31.34,14.0,2022-04-03
23003,2022-04-03,宝山区月富路218弄,宝山,121.41,31.43,14.0,2022-04-03
23020,2022-04-03,宝山区华秋路666号,宝山,121.38,31.33,14.0,2022-04-03
23097,2022-04-03,宝山区月罗公路888号,宝山,121.39,31.42,14.0,2022-04-03
23119,2022-04-03,宝山区湄星路1955号,宝山,121.41,31.38,14.0,2022-04-03
23138,2022-04-03,宝山区花红村,宝山,121.34,31.49,14.0,2022-04-03
23149,2022-04-03,宝山区月浦九村,宝山,121.42,31.42,14.0,2022-04-03
23161,2022-04-03,宝山区毛家弄村,宝山,121.39,31.43,14.0,2022-04-03
23170,2022-04-03,宝山区宝杨路2021弄,宝山,121.47,31.39,14.0,2022-04-03
23209,2022-04-03,闵行区光明村,闵行,121.42,31.05,14.0,2022-04-03
23254,2022-04-03,闵行区金星村,闵行,121.38,30.99,14.0,2022-04-03
23421,2022-04-03,嘉定区红石路333弄,嘉定,121.23,31.38,14.0,2022-04-03
23455,2022-04-03,嘉定区嘉裕关路280弄,嘉定,121.35,31.23,14.0,2022-04-03
23459,2022-04-03,嘉定区劳动路412号,嘉定,121.32,31.45,14.0,2022-04-03
23490,2022-04-03,嘉定区淞阳路776弄,嘉定,121.23,31.28,14.0,2022-04-03
23491,2022-04-03,嘉定区天祝路377弄,嘉定,121.26,31.35,14.0,2022-04-03
23498,2022-04-03,嘉定区翔江公路1185号,嘉定,121.28,31.29,14.0,2022-04-03
23529,2022-04-03,嘉定区华亭镇唐行村石村,嘉定,121.24,31.45,14.0,2022-04-03
23533,2022-04-03,嘉定区马陆镇大宏村,嘉定,121.32,31.37,14.0,2022-04-03
23546,2022-04-03,嘉定区外冈镇望新村,嘉定,121.15,31.35,14.0,2022-04-03
23553,2022-04-03,松江区长桥南街75号,松江,121.23,31.0,14.0,2022-04-03
23557,2022-04-03,松江区辰丰苑,松江,121.18,31.01,14.0,2022-04-03
23570,2022-04-03,松江区光华路489号,松江,121.14,31.01,14.0,2022-04-03
23572,2022-04-03,松江区横港村,松江,121.14,31.1,14.0,2022-04-03
23574,2022-04-03,松江区弘翔路555弄,松江,121.18,31.03,14.0,2022-04-03
23587,2022-04-03,松江区焦家村,松江,121.23,30.94,14.0,2022-04-03
23588,2022-04-03,松江区金都西路1000号,松江,121.34,31.06,14.0,2022-04-03
23614,2022-04-03,松江区联阳路小区,松江,121.28,31.02,14.0,2022-04-03
23617,2022-04-03,松江区明华路366弄,松江,121.33,31.08,14.0,2022-04-03
23638,2022-04-03,松江区思贤路888弄,松江,121.22,31.03,14.0,2022-04-03
23649,2022-04-03,松江区新飞路951号,松江,121.32,31.03,14.0,2022-04-03
23671,2022-04-03,青浦区漕泾村,青浦,121.14,31.2,14.0,2022-04-03
23676,2022-04-03,青浦区城南3队,青浦,121.1,31.12,14.0,2022-04-03
23684,2022-04-03,青浦区杜村村,青浦,121.11,31.23,14.0,2022-04-03
23695,2022-04-03,青浦区阁游路777弄,青浦,121.05,31.12,14.0,2022-04-03
23702,2022-04-03,青浦区沪青平公路谢卫路,青浦,121.3,31.17,14.0,2022-04-03
23703,2022-04-03,青浦区华隆路200号,青浦,121.24,31.22,14.0,2022-04-03
23707,2022-04-03,青浦区华志路559弄,青浦,121.21,31.23,14.0,2022-04-03
23711,2022-04-03,青浦区嘉松中路188号,青浦,121.21,31.26,14.0,2022-04-03
23713,2022-04-03,青浦区郏店村,青浦,121.19,31.18,14.0,2022-04-03
23715,2022-04-03,青浦区建新村,青浦,121.1,31.06,14.0,2022-04-03
23716,2022-04-03,青浦区金家6队,青浦,121.1,31.26,14.0,2022-04-03
23719,2022-04-03,青浦区泾珠村,青浦,121.05,30.99,14.0,2022-04-03
23725,2022-04-03,青浦区练东村,青浦,121.05,31.01,14.0,2022-04-03
